,name,in_out,energy
624,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000111248.jpg,0,"tensor([[86.0135]], device='cuda:0')"
625,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000111383.jpg,0,"tensor([[40.1138]], device='cuda:0')"
626,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000112817.jpg,0,"tensor([[415.9170]], device='cuda:0')"
627,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000113101.jpg,0,"tensor([[429.9267]], device='cuda:0')"
628,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000113153.jpg,0,"tensor([[147.2933]], device='cuda:0')"
629,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000113626.jpg,0,"tensor([[568.9392]], device='cuda:0')"
630,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000115430.jpg,0,"tensor([[82.6055]], device='cuda:0')"
631,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000115652.jpg,0,"tensor([[147.0515]], device='cuda:0')"
632,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000116526.jpg,0,"tensor([[24.5483]], device='cuda:0')"
633,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000117347.jpg,0,"tensor([[250.9779]], device='cuda:0')"
634,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000117546.jpg,0,"tensor([[42.9877]], device='cuda:0')"
635,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000118669.jpg,0,"tensor([[19.7094]], device='cuda:0')"
636,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000119812.jpg,0,"tensor([[102.3115]], device='cuda:0')"
637,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000120595.jpg,0,"tensor([[23.2725]], device='cuda:0')"
638,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000122658.jpg,0,"tensor([[258.4254]], device='cuda:0')"
639,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000124676.jpg,0,"tensor([[42.7544]], device='cuda:0')"
640,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000127005.jpg,0,"tensor([[53.5497]], device='cuda:0')"
641,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000127138.jpg,0,"tensor([[1263.3979]], device='cuda:0')"
642,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000127536.jpg,0,"tensor([[86.8109]], device='cuda:0')"
643,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000128913.jpg,0,"tensor([[505.3074]], device='cuda:0')"
644,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000130468.jpg,0,"tensor([[38.6334]], device='cuda:0')"
645,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000130837.jpg,0,"tensor([[500.0681]], device='cuda:0')"
646,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000132589.jpg,0,"tensor([[186.6885]], device='cuda:0')"
647,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000132775.jpg,0,"tensor([[118.1099]], device='cuda:0')"
648,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000133091.jpg,0,"tensor([[41.3086]], device='cuda:0')"
649,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000133186.jpg,0,"tensor([[1117.0679]], device='cuda:0')"
650,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000133400.jpg,0,"tensor([[21.0499]], device='cuda:0')"
651,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000136382.jpg,0,"tensor([[48.8672]], device='cuda:0')"
652,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000137456.jpg,0,"tensor([[81.1389]], device='cuda:0')"
653,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000138409.jpg,0,"tensor([[63.6898]], device='cuda:0')"
654,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000138660.jpg,0,"tensor([[37.1261]], device='cuda:0')"
655,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000139961.jpg,0,"tensor([[13.4276]], device='cuda:0')"
656,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000140374.jpg,0,"tensor([[80.7883]], device='cuda:0')"
657,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000142208.jpg,0,"tensor([[14.6460]], device='cuda:0')"
658,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000142361.jpg,0,"tensor([[970.2326]], device='cuda:0')"
659,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Danaus plexippus/00000142606.jpg,0,"tensor([[45.6026]], device='cuda:0')"
660,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica balteata/00000000669.jpg,0,"tensor([[34.5244]], device='cuda:0')"
661,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica balteata/00000000753.jpg,0,"tensor([[49.3190]], device='cuda:0')"
662,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica barberi/IMG_1742.jpg,0,"tensor([[14.6723]], device='cuda:0')"
663,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000002808.jpg,0,"tensor([[15.1171]], device='cuda:0')"
664,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000003121.jpg,0,"tensor([[43.1918]], device='cuda:0')"
665,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000003257.jpg,0,"tensor([[15.3449]], device='cuda:0')"
666,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000003458.jpg,0,"tensor([[27.6486]], device='cuda:0')"
667,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000004785.jpg,0,"tensor([[15.0567]], device='cuda:0')"
668,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000005385.jpg,0,"tensor([[18.0468]], device='cuda:0')"
669,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000005442.jpg,0,"tensor([[30.2337]], device='cuda:0')"
670,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000005909.jpg,0,"tensor([[23.9775]], device='cuda:0')"
671,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000005959.jpg,0,"tensor([[33.7963]], device='cuda:0')"
672,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000006004.jpg,0,"tensor([[13.1461]], device='cuda:0')"
673,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000011728.jpg,0,"tensor([[11.0404]], device='cuda:0')"
674,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000012130.jpg,0,"tensor([[26.3278]], device='cuda:0')"
675,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000012762.jpg,0,"tensor([[24.6007]], device='cuda:0')"
676,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000014112.jpg,0,"tensor([[22.7158]], device='cuda:0')"
677,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica undecimpunctata/00000016697.jpg,0,"tensor([[30.4226]], device='cuda:0')"
678,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Diabrotica virgifera/00000000161.jpg,0,"tensor([[14.3900]], device='cuda:0')"
679,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ellychnia corrusca/00000000624.jpg,0,"tensor([[18.0088]], device='cuda:0')"
680,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ellychnia corrusca/00000000667.jpg,0,"tensor([[24.8380]], device='cuda:0')"
681,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ellychnia corrusca/00000002158.jpg,0,"tensor([[28.6567]], device='cuda:0')"
682,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ellychnia corrusca/00000005576.jpg,0,"tensor([[16.6726]], device='cuda:0')"
683,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000000537.jpg,0,"tensor([[21.3195]], device='cuda:0')"
684,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000001380.jpg,0,"tensor([[20.3946]], device='cuda:0')"
685,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000002674.jpg,0,"tensor([[24.6895]], device='cuda:0')"
686,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000004852.jpg,0,"tensor([[29.8443]], device='cuda:0')"
687,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000005047.jpg,0,"tensor([[20.4548]], device='cuda:0')"
688,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000005863.jpg,0,"tensor([[6.6536]], device='cuda:0')"
689,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000007086.jpg,0,"tensor([[29.2997]], device='cuda:0')"
690,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000007288.jpg,0,"tensor([[24.2038]], device='cuda:0')"
691,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000008391.jpg,0,"tensor([[42.5054]], device='cuda:0')"
692,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000009834.jpg,0,"tensor([[12.1377]], device='cuda:0')"
693,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000011482.jpg,0,"tensor([[18.7621]], device='cuda:0')"
694,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000012016.jpg,0,"tensor([[24.2325]], device='cuda:0')"
695,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000012914.jpg,0,"tensor([[27.8908]], device='cuda:0')"
696,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000013563.jpg,0,"tensor([[11.6396]], device='cuda:0')"
697,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000013632.jpg,0,"tensor([[21.6557]], device='cuda:0')"
698,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000014500.jpg,0,"tensor([[25.3534]], device='cuda:0')"
699,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000014979.jpg,0,"tensor([[14.0079]], device='cuda:0')"
700,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000016233.jpg,0,"tensor([[19.7719]], device='cuda:0')"
701,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000016441.jpg,0,"tensor([[19.9343]], device='cuda:0')"
702,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000017292.jpg,0,"tensor([[36.7883]], device='cuda:0')"
703,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000020314.jpg,0,"tensor([[31.8814]], device='cuda:0')"
704,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000021875.jpg,0,"tensor([[8.7774]], device='cuda:0')"
705,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000022308.jpg,0,"tensor([[20.6113]], device='cuda:0')"
706,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epargyreus clarus/00000023991.jpg,0,"tensor([[16.8424]], device='cuda:0')"
707,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Epicauta pensylvanica/00000000194.jpg,0,"tensor([[25.2330]], device='cuda:0')"
708,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000001091.jpg,0,"tensor([[27.2563]], device='cuda:0')"
709,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000001570.jpg,0,"tensor([[23.2499]], device='cuda:0')"
710,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000002122.jpg,0,"tensor([[16.5228]], device='cuda:0')"
711,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000002202.jpg,0,"tensor([[26.4290]], device='cuda:0')"
712,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000002993.jpg,0,"tensor([[24.7638]], device='cuda:0')"
713,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000003768.jpg,0,"tensor([[19.5457]], device='cuda:0')"
714,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000006596.jpg,0,"tensor([[22.2735]], device='cuda:0')"
715,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000008854.jpg,0,"tensor([[31.7774]], device='cuda:0')"
716,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000009751.jpg,0,"tensor([[46.3681]], device='cuda:0')"
717,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000010699.jpg,0,"tensor([[32.7493]], device='cuda:0')"
718,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000012556.jpg,0,"tensor([[23.7989]], device='cuda:0')"
719,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000012580.jpg,0,"tensor([[24.5813]], device='cuda:0')"
720,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000013123.jpg,0,"tensor([[18.1233]], device='cuda:0')"
721,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000013206.jpg,0,"tensor([[15.7502]], device='cuda:0')"
722,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000014036.jpg,0,"tensor([[11.5030]], device='cuda:0')"
723,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000014596.jpg,0,"tensor([[18.7510]], device='cuda:0')"
724,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Episyrphus balteatus/00000014886.jpg,0,"tensor([[22.8672]], device='cuda:0')"
725,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Erthesina fullo/00000000200.jpg,0,"tensor([[5.9153]], device='cuda:0')"
726,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Erthesina fullo/00000000502.jpg,0,"tensor([[19.2040]], device='cuda:0')"
727,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Erthesina fullo/00000001020.jpg,0,"tensor([[12.2507]], device='cuda:0')"
728,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Eurydema ornata/00000002044.jpg,0,"tensor([[17.0795]], device='cuda:0')"
729,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Flatormenis proxima/00000000660.jpg,0,"tensor([[6.5109]], device='cuda:0')"
730,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Flatormenis proxima/00000001248.jpg,0,"tensor([[7.2189]], device='cuda:0')"
731,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Flatormenis proxima/00000001827.jpg,0,"tensor([[10.8822]], device='cuda:0')"
732,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Flatormenis proxima/00000002479.jpg,0,"tensor([[4.2949]], device='cuda:0')"
733,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphocephala coccinea/00000001775.jpg,0,"tensor([[4.5832]], device='cuda:0')"
734,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphocephala coccinea/00000004831.jpg,0,"tensor([[14.0721]], device='cuda:0')"
735,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphocephala versuta/00000000064.jpg,0,"tensor([[14.6026]], device='cuda:0')"
736,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphocephala versuta/00000000349.jpg,0,"tensor([[8.8718]], device='cuda:0')"
737,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphocephala versuta/00000000441.jpg,0,"tensor([[4.9470]], device='cuda:0')"
738,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphocephala versuta/00000000747.jpg,0,"tensor([[5.2922]], device='cuda:0')"
739,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphocephala versuta/00000000753.jpg,0,"tensor([[14.9322]], device='cuda:0')"
740,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphocephala versuta/00000001157.jpg,0,"tensor([[10.9049]], device='cuda:0')"
741,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphocephala versuta/00000002732.jpg,0,"tensor([[9.5363]], device='cuda:0')"
742,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphosoma italicum/00000001783.jpg,0,"tensor([[26.6475]], device='cuda:0')"
743,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphosoma italicum/00000001821.jpg,0,"tensor([[19.3765]], device='cuda:0')"
744,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Graphosoma italicum/00000002687.jpg,0,"tensor([[44.9617]], device='cuda:0')"
745,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000000210.jpg,0,"tensor([[18.4103]], device='cuda:0')"
746,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000002524.jpg,0,"tensor([[9.7371]], device='cuda:0')"
747,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000003916.jpg,0,"tensor([[19.3741]], device='cuda:0')"
748,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000004188.jpg,0,"tensor([[40.8659]], device='cuda:0')"
749,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000004851.jpg,0,"tensor([[12.0605]], device='cuda:0')"
750,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000007163.jpg,0,"tensor([[21.8855]], device='cuda:0')"
751,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000008077.jpg,0,"tensor([[27.5126]], device='cuda:0')"
752,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000008114.jpg,0,"tensor([[42.1762]], device='cuda:0')"
753,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000008331.jpg,0,"tensor([[16.2417]], device='cuda:0')"
754,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000009020.jpg,0,"tensor([[33.8166]], device='cuda:0')"
755,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Halyomorpha halys/00000009289.jpg,0,"tensor([[9.5102]], device='cuda:0')"
